shaft_diameter,hub_length,shaft_type,shaft_material,has_bending,safety_factor,surface_condition,mu_override,hub_outer_diameter,shaft_inner_diameter,required_torque,pref_ease,pref_movement,pref_cost,pref_vibration,pref_speed,pref_bidirectional,pref_maintenance,pref_durability,label,analytical_label,feasible
25.0,31.0,hollow,Steel E360,1.0,1.5,oiled,0.21,68.0,8.0,13776.0,1.0,0.2,0.0,0.4,0.8,0.1,0.7,0.2,key,key,1.0
100.0,120.0,solid,Steel 16MnCr5,1.0,1.4,oiled,,233.0,,1056651.0,0.9,0.5,1.0,0.2,1.0,0.3,0.8,0.6,key,key,1.0
30.0,38.0,solid,Steel E360,1.0,1.2,dry,,75.0,,35431.0,0.2,0.9,0.7,0.2,0.2,0.2,1.0,0.0,key,key,1.0
20.0,14.0,solid,Cast Iron GGG40,0.0,1.7,dry,,39.0,,6294.0,0.2,1.0,0.1,0.8,0.5,0.4,0.0,0.5,spline,spline,1.0
35.0,36.0,solid,Steel C45,1.0,1.5,oiled,,81.0,,29152.0,0.5,0.6,0.4,0.8,1.0,0.0,0.0,0.3,spline,spline,1.0
40.0,32.0,solid,Steel 16MnCr5,0.0,1.6,dry,,79.0,,36602.0,0.8,0.5,0.6,0.9,0.1,0.3,0.4,0.6,spline,spline,1.0
230.0,253.0,solid,Steel 42CrMo4,1.0,1.8,dry,,552.0,,8571472.0,0.1,0.9,0.8,0.7,0.3,1.0,0.3,1.0,spline,spline,1.0
80.0,85.0,solid,Cast Iron GGG40,1.0,1.7,dry,,202.0,,628680.0,0.7,0.6,0.2,0.5,0.2,0.8,1.0,0.1,key,key,1.0
100.0,112.0,solid,Bronze CuSn8,1.0,1.6,dry,0.06,258.0,,404407.0,0.5,0.3,0.4,0.9,0.2,0.7,0.5,0.3,press,press,1.0
30.0,19.0,solid,Cast Iron GGG40,0.0,1.8,oiled,,77.0,,12286.0,0.3,0.3,0.8,1.0,0.0,0.7,0.9,0.9,spline,spline,1.0
80.0,92.0,solid,Cast Iron GG25,1.0,1.7,oiled,,198.0,,467299.0,0.8,0.0,0.4,0.8,0.8,0.6,0.9,0.9,press,press,1.0
110.0,142.0,solid,Steel S235,1.0,1.7,oiled,,267.0,,1788070.0,0.6,0.9,0.3,0.3,1.0,0.5,0.9,0.2,key,key,1.0
110.0,140.0,solid,Cast Iron GGG40,1.0,1.5,dry,0.17,280.0,,599283.0,0.2,0.1,0.0,0.7,0.0,0.9,0.4,0.2,spline,spline,1.0
45.0,31.0,solid,Steel 42CrMo4,0.0,1.4,oiled,,93.0,,97999.0,0.0,0.3,0.3,0.4,0.6,0.0,1.0,0.6,key,key,1.0
60.0,78.0,hollow,Cast Iron GG25,1.0,1.5,oiled,,147.0,31.0,281553.0,0.4,0.8,0.2,0.5,0.4,0.2,0.8,0.2,key,key,1.0
50.0,60.0,hollow,Cast Iron GGG40,1.0,1.7,dry,,101.0,18.0,131796.0,0.5,0.9,0.7,0.0,0.6,1.0,0.6,0.6,spline,spline,1.0
35.0,45.0,solid,Steel S235,1.0,1.4,oiled,,96.0,,66275.0,0.5,0.1,0.5,0.1,0.9,0.6,0.9,0.1,key,key,1.0
150.0,95.0,solid,Steel S235,0.0,1.3,oiled,,339.0,,3953347.0,0.8,0.0,0.2,0.8,0.4,0.9,1.0,0.1,press,press,1.0
40.0,49.0,solid,Steel 42CrMo4,1.0,1.7,dry,,92.0,,106197.0,0.1,0.1,0.6,1.0,0.0,0.8,0.0,0.7,spline,spline,1.0
45.0,27.0,hollow,Cast Iron GG25,0.0,1.8,dry,,114.0,20.0,43652.0,0.6,0.9,0.7,0.7,0.2,0.2,1.0,0.7,spline,spline,1.0
70.0,31.0,hollow,Cast Iron GG25,0.0,1.5,oiled,,132.0,39.0,392927.0,0.8,0.7,0.4,0.1,0.7,1.0,0.3,0.6,spline,spline,1.0
80.0,104.0,hollow,SteelC45E,1.0,1.6,oiled,,178.0,30.0,714716.0,0.0,0.6,0.6,0.7,0.1,0.4,0.6,0.1,press,press,1.0
20.0,9.0,solid,SteelC45E,0.0,1.3,oiled,,48.0,,12338.0,0.6,0.7,0.5,0.0,0.2,0.4,0.6,0.2,key,key,1.0
45.0,52.0,solid,Bronze CuSn8,1.0,1.8,oiled,,114.0,,125048.0,0.7,0.2,0.6,0.6,0.5,1.0,0.5,0.8,press,press,1.0
70.0,41.0,solid,Steel 16MnCr5,0.0,1.3,oiled,,150.0,,235012.0,0.8,0.5,0.9,0.2,0.8,0.6,0.1,0.0,key,key,1.0
60.0,62.0,solid,Steel 42CrMo4,1.0,1.6,dry,0.06,154.0,,345447.0,0.7,0.0,0.8,0.0,0.0,0.9,0.2,0.0,key,key,1.0
40.0,47.0,solid,Bronze CuSn8,1.0,2.0,dry,,98.0,,102254.0,0.1,0.1,0.1,1.0,0.7,0.6,0.9,0.5,press,press,1.0
25.0,16.0,solid,SteelC45E,0.0,1.6,oiled,,62.0,,23516.0,0.9,0.6,0.1,0.4,0.1,0.7,0.8,0.2,spline,spline,1.0
30.0,28.0,solid,Aluminum 7075,1.0,1.5,dry,,69.0,,31944.0,0.8,0.4,0.4,0.4,0.5,0.0,0.6,0.3,key,key,1.0
50.0,55.0,solid,Steel C45,1.0,1.7,dry,,118.0,,103463.0,0.0,0.9,0.9,0.4,0.8,0.0,0.4,0.9,spline,spline,1.0
90.0,53.0,solid,Aluminum 6061,0.0,1.6,dry,,201.0,,635844.0,0.0,0.5,0.2,0.5,0.4,0.3,0.0,0.7,spline,spline,1.0
20.0,9.0,hollow,Steel 16MnCr5,0.0,1.4,oiled,,43.0,8.0,4710.0,1.0,0.9,0.9,0.5,0.5,0.7,0.1,0.1,spline,spline,1.0
30.0,28.0,solid,Stainless 304,1.0,1.8,dry,,78.0,,44068.0,0.9,0.3,0.6,0.9,0.4,0.0,0.5,0.5,key,key,1.0
35.0,25.0,solid,SteelC45E,0.0,1.2,dry,,67.0,,68748.0,0.0,0.3,1.0,0.1,0.0,0.3,0.5,0.6,key,key,1.0
10.0,10.0,hollow,Aluminum 6061,1.0,1.6,oiled,,24.0,4.0,1664.0,0.6,0.0,0.4,0.2,0.2,0.1,0.9,0.1,press,press,1.0
30.0,33.0,solid,Stainless 304,1.0,1.6,oiled,,79.0,,29248.0,0.1,1.0,1.0,0.8,0.0,0.7,0.8,1.0,spline,spline,1.0
25.0,15.0,solid,Steel E360,0.0,1.7,dry,,57.0,,18067.0,0.2,0.9,0.4,0.4,0.1,0.8,0.1,0.6,spline,spline,1.0
40.0,50.0,hollow,Bronze CuSn8,1.0,1.5,oiled,,99.0,22.0,68154.0,0.9,0.8,0.5,0.5,0.8,0.2,0.2,0.4,spline,spline,1.0
80.0,103.0,solid,Cast Iron GG25,1.0,2.0,dry,,229.0,,224084.0,0.0,1.0,0.4,1.0,0.5,0.9,0.0,1.0,spline,spline,1.0
60.0,57.0,hollow,Aluminum 6061,1.0,1.8,oiled,,122.0,31.0,255695.0,0.0,0.5,0.1,1.0,0.5,1.0,0.5,0.8,press,press,1.0
120.0,50.0,solid,Cast Iron GGG40,0.0,1.4,oiled,,263.0,,1054880.0,1.0,0.4,0.5,0.7,0.8,0.3,0.1,0.1,key,key,1.0
120.0,125.0,solid,Cast Iron GGG40,1.0,1.6,oiled,,337.0,,550777.0,0.6,0.4,0.9,0.2,0.0,1.0,0.4,0.0,key,key,1.0
80.0,86.0,solid,Cast Iron GGG40,1.0,1.6,oiled,,212.0,,457257.0,0.8,0.7,0.5,1.0,0.9,1.0,0.1,0.7,spline,spline,1.0
130.0,126.0,solid,Aluminum 7075,1.0,1.8,oiled,0.11,327.0,,996361.0,0.1,0.8,0.4,0.1,0.5,0.7,0.2,0.8,spline,spline,1.0
45.0,19.0,solid,Cast Iron GG25,0.0,1.3,dry,,112.0,,36526.0,0.7,0.0,0.2,0.3,0.8,0.2,0.6,0.0,key,key,1.0
60.0,58.0,hollow,Aluminum 7075,1.0,1.7,dry,0.19,126.0,26.0,238821.0,0.7,0.7,0.3,0.2,0.8,0.1,0.4,0.5,spline,spline,1.0
60.0,48.0,solid,SteelC45E,0.0,1.5,dry,,144.0,,333890.0,0.7,0.8,0.0,0.7,0.1,0.2,0.6,0.3,spline,spline,1.0
30.0,30.0,solid,Stainless 304,1.0,1.6,oiled,,73.0,,37947.0,0.9,0.7,0.3,0.9,0.7,0.9,0.3,0.2,spline,spline,1.0
90.0,99.0,solid,Steel E360,1.0,1.5,dry,,234.0,,847511.0,1.0,0.4,0.9,0.7,0.7,0.1,0.5,1.0,spline,spline,1.0
45.0,33.0,solid,SteelC45E,0.0,1.5,dry,,103.0,,91294.0,0.6,0.5,0.9,0.9,0.2,0.8,0.1,0.8,spline,spline,1.0
10.0,13.0,solid,Steel E360,1.0,1.5,oiled,0.09,27.0,,1334.0,0.8,0.3,0.2,0.4,0.5,0.1,0.4,0.2,key,key,1.0
35.0,38.0,solid,Steel C45,1.0,1.8,dry,0.15,84.0,,74731.0,0.0,1.0,0.9,0.2,0.0,1.0,0.2,0.8,spline,spline,1.0
35.0,39.0,solid,Cast Iron GG25,1.0,1.6,oiled,,91.0,,17820.0,0.4,0.1,0.2,0.1,0.8,0.0,0.6,1.0,spline,spline,1.0
25.0,27.0,solid,SteelC45E,1.0,1.7,dry,,71.0,,27625.0,0.1,0.4,0.1,0.8,0.8,0.8,0.2,0.3,spline,spline,1.0
50.0,57.0,hollow,Bronze CuSn8,1.0,1.6,dry,,104.0,29.0,114942.0,0.7,0.5,0.6,0.0,0.2,0.6,1.0,0.5,key,key,1.0
25.0,26.0,hollow,Steel E360,1.0,1.7,oiled,,49.0,9.0,24260.0,0.3,0.2,0.2,0.5,0.8,0.5,0.4,1.0,spline,spline,1.0
60.0,67.0,hollow,Steel S235,1.0,1.3,oiled,0.18,169.0,18.0,215127.0,0.0,0.9,0.3,0.6,0.5,0.5,0.7,0.5,spline,spline,1.0
35.0,41.0,solid,Aluminum 7075,1.0,1.6,oiled,,87.0,,30634.0,0.5,0.4,0.0,0.5,0.5,0.5,0.6,0.2,spline,spline,1.0
40.0,23.0,hollow,Steel 42CrMo4,0.0,1.5,dry,,93.0,23.0,75560.0,0.0,0.8,0.2,0.1,0.4,0.3,0.8,0.1,key,key,1.0
50.0,29.0,solid,Steel E360,0.0,1.4,dry,,126.0,,93122.0,0.5,0.5,0.7,1.0,0.9,0.2,0.4,0.3,key,key,1.0
90.0,90.0,solid,Steel S235,1.0,1.9,dry,,203.0,,923692.0,1.0,0.1,0.2,0.9,1.0,0.1,0.4,0.3,press,press,1.0
120.0,122.0,solid,Cast Iron GGG40,1.0,1.8,dry,,298.0,,789111.0,0.8,0.9,0.5,0.1,0.7,0.7,0.2,0.4,spline,spline,1.0
120.0,148.0,solid,Aluminum 7075,1.0,1.2,oiled,,303.0,,1217374.0,1.0,0.3,0.9,0.8,0.3,0.4,0.2,0.3,press,press,1.0
35.0,23.0,solid,Aluminum 7075,0.0,1.6,oiled,,85.0,,24061.0,0.0,0.6,0.5,0.3,0.5,0.0,1.0,1.0,press,press,1.0
25.0,24.0,solid,SteelC45E,1.0,1.5,oiled,0.21,67.0,,11466.0,0.5,0.4,0.8,0.1,0.0,0.3,1.0,0.0,key,key,1.0
110.0,69.0,solid,Aluminum 7075,0.0,1.5,oiled,,206.0,,1371316.0,1.0,0.5,0.4,0.2,0.0,0.2,0.0,0.3,key,key,1.0
100.0,96.0,hollow,Cast Iron GGG40,1.0,1.6,oiled,,261.0,34.0,1380915.0,0.1,0.9,0.5,0.9,0.9,1.0,0.7,0.0,press,press,1.0
80.0,89.0,solid,Steel E360,1.0,1.6,oiled,,185.0,,233586.0,0.7,0.3,0.7,0.2,0.2,1.0,0.0,0.2,key,key,1.0
30.0,35.0,solid,Aluminum 6061,1.0,1.5,dry,,88.0,,11832.0,0.3,0.8,0.3,0.3,1.0,0.6,1.0,0.0,key,key,1.0
60.0,27.0,hollow,Steel C45,0.0,1.4,oiled,,143.0,28.0,205887.0,0.0,0.2,0.1,1.0,0.2,0.4,0.0,0.3,press,press,1.0
35.0,32.0,hollow,Aluminum 7075,1.0,1.5,dry,,71.0,17.0,49693.0,0.0,0.3,0.8,0.6,0.8,1.0,0.7,0.1,press,press,1.0
70.0,82.0,hollow,Steel S235,1.0,1.5,oiled,,154.0,39.0,232704.0,0.8,0.1,0.1,0.7,0.9,0.1,0.8,0.4,key,key,1.0
40.0,37.0,solid,Aluminum 6061,1.0,1.4,dry,,100.0,,83124.0,0.3,0.3,1.0,0.8,0.8,0.4,0.2,0.0,press,press,1.0
50.0,48.0,solid,Aluminum 6061,1.0,1.4,dry,,122.0,,98968.0,0.7,0.2,0.6,0.8,1.0,0.3,0.2,0.1,press,press,1.0
35.0,23.0,solid,Bronze CuSn8,0.0,1.5,oiled,,80.0,,77790.0,0.7,0.4,0.2,0.8,0.0,0.1,0.1,0.2,spline,spline,1.0
100.0,126.0,solid,Steel 42CrMo4,1.0,1.8,dry,,226.0,,1386891.0,0.4,0.2,0.7,0.3,0.3,0.9,0.1,0.2,press,press,1.0
70.0,49.0,solid,Steel S235,0.0,1.3,oiled,,146.0,,516502.0,0.5,1.0,0.4,0.2,0.8,0.0,0.6,0.1,spline,spline,1.0
70.0,73.0,solid,Steel S235,1.0,1.5,dry,,188.0,,338578.0,0.4,0.3,0.7,0.9,0.9,0.5,0.0,0.1,key,key,1.0
40.0,31.0,solid,Steel S235,0.0,1.5,dry,,93.0,,89303.0,0.7,0.7,0.8,0.0,0.5,0.2,0.4,0.8,key,key,1.0
50.0,25.0,solid,Steel E360,0.0,1.5,dry,,130.0,,155803.0,0.2,0.9,0.0,0.9,0.0,0.3,0.7,0.5,spline,spline,1.0
45.0,48.0,solid,Bronze CuSn8,1.0,1.7,dry,,103.0,,134625.0,0.3,0.2,0.9,0.9,0.0,0.9,0.9,0.1,press,press,1.0
80.0,54.0,hollow,Bronze CuSn8,0.0,1.4,oiled,,200.0,45.0,529436.0,0.8,0.3,0.8,0.7,1.0,0.1,0.3,0.7,press,press,1.0
80.0,54.0,solid,Steel 42CrMo4,0.0,1.6,dry,0.17,201.0,,328229.0,0.4,0.3,0.1,0.9,0.1,0.5,0.0,0.6,spline,spline,1.0
30.0,17.0,solid,Aluminum 6061,0.0,1.5,dry,,65.0,,35769.0,0.5,0.7,0.5,1.0,0.2,0.4,0.0,0.5,spline,spline,1.0
100.0,62.0,hollow,Stainless 304,0.0,1.6,dry,,245.0,52.0,1094598.0,0.8,0.2,0.6,0.8,0.2,0.4,0.1,0.7,press,press,1.0
40.0,28.0,solid,Steel S235,0.0,1.4,dry,,86.0,,95282.0,0.0,0.8,0.4,0.8,0.0,0.6,0.9,0.2,spline,spline,1.0
30.0,34.0,solid,Steel S235,1.0,1.7,dry,,83.0,,27157.0,0.2,0.9,0.8,1.0,0.9,0.6,0.2,0.3,spline,spline,1.0
120.0,129.0,solid,Aluminum 6061,1.0,1.6,dry,0.06,270.0,,1001007.0,1.0,0.9,0.3,0.7,0.2,0.7,0.9,0.4,spline,spline,1.0
100.0,99.0,solid,Steel C45,1.0,1.7,dry,,216.0,,1066206.0,0.0,0.0,0.1,0.9,0.2,0.0,0.3,0.4,key,key,1.0
60.0,27.0,solid,Steel S235,0.0,1.3,oiled,0.08,134.0,,276861.0,0.7,0.0,0.1,0.3,0.7,0.3,0.4,0.1,press,press,1.0
40.0,44.0,solid,Cast Iron GGG40,1.0,1.9,dry,,110.0,,97174.0,0.4,0.8,0.2,0.8,0.1,0.6,0.8,0.6,spline,spline,1.0
45.0,29.0,solid,SteelC45E,0.0,1.2,oiled,,105.0,,43110.0,0.9,0.6,0.7,0.3,0.8,0.8,0.5,0.2,spline,spline,1.0
40.0,49.0,solid,Steel E360,1.0,1.4,oiled,,112.0,,69217.0,0.8,0.7,0.8,0.7,0.5,0.2,1.0,0.1,key,key,1.0
45.0,58.0,solid,Aluminum 6061,1.0,1.7,dry,,115.0,,122803.0,0.8,0.6,0.8,0.0,0.6,0.4,0.2,0.8,spline,spline,1.0
25.0,29.0,solid,Steel E360,1.0,1.8,dry,,57.0,,12690.0,0.8,0.5,0.6,0.4,0.3,0.3,0.6,1.0,spline,spline,1.0
110.0,132.0,solid,Steel S235,1.0,1.6,oiled,,217.0,,1595847.0,0.5,0.6,0.5,1.0,0.9,0.2,0.4,1.0,spline,spline,1.0
40.0,37.0,solid,Steel C45,1.0,1.7,oiled,,92.0,,83408.0,0.2,1.0,0.4,0.7,0.1,0.3,0.6,1.0,spline,spline,1.0
110.0,135.0,hollow,Cast Iron GG25,1.0,1.4,oiled,,221.0,60.0,548639.0,0.5,0.9,1.0,0.5,0.1,0.2,0.3,0.5,spline,spline,1.0
45.0,41.0,solid,Cast Iron GG25,1.0,1.7,dry,,121.0,,57190.0,0.6,0.8,0.4,0.4,0.6,0.2,0.6,1.0,spline,spline,1.0
40.0,46.0,hollow,Steel E360,1.0,1.7,dry,,104.0,21.0,25939.0,0.6,0.4,0.6,0.0,0.0,0.4,0.6,0.6,key,key,1.0
60.0,64.0,solid,Stainless 304,1.0,1.7,dry,,151.0,,173029.0,0.4,0.2,0.3,1.0,0.3,0.5,0.1,1.0,spline,spline,1.0
25.0,18.0,solid,Stainless 304,0.0,1.4,dry,,55.0,,9836.0,0.5,1.0,1.0,0.8,0.1,0.2,0.2,0.2,key,key,1.0
30.0,37.0,solid,Aluminum 7075,1.0,1.5,dry,,75.0,,12926.0,0.0,0.7,0.7,0.4,0.6,0.8,0.4,1.0,spline,spline,1.0
35.0,19.0,solid,Cast Iron GG25,0.0,1.6,dry,,67.0,,44058.0,0.5,0.8,0.9,0.3,0.6,0.8,0.3,0.3,spline,spline,1.0
50.0,55.0,hollow,Aluminum 7075,1.0,1.1,oiled,,136.0,22.0,48390.0,0.5,0.1,0.8,0.0,0.7,0.7,0.9,0.1,key,key,1.0
45.0,41.0,hollow,Cast Iron GG25,1.0,1.7,oiled,,98.0,19.0,41094.0,0.7,0.8,0.0,1.0,0.5,0.9,0.6,0.3,spline,spline,1.0
25.0,26.0,solid,SteelC45E,1.0,1.3,oiled,,58.0,,17515.0,0.6,0.9,0.5,0.3,0.4,0.7,0.6,0.2,spline,spline,1.0
25.0,32.0,solid,Steel C45,1.0,1.3,oiled,0.22,53.0,,6367.0,0.5,1.0,1.0,0.6,0.0,0.1,0.2,0.0,key,key,1.0
60.0,42.0,solid,Cast Iron GGG40,0.0,1.4,oiled,,135.0,,169591.0,0.5,0.0,0.4,1.0,0.2,0.9,0.5,0.3,press,press,1.0
45.0,47.0,solid,Aluminum 7075,1.0,1.6,oiled,,123.0,,130278.0,0.4,0.8,0.1,0.5,0.4,0.5,0.3,0.7,spline,spline,1.0
20.0,19.0,solid,Aluminum 7075,1.0,1.3,dry,,47.0,,3250.0,0.0,0.1,0.6,0.0,0.1,0.7,0.7,0.1,key,key,1.0
25.0,29.0,solid,Bronze CuSn8,1.0,1.7,dry,,63.0,,7051.0,1.0,0.9,1.0,0.1,0.1,0.7,0.5,0.2,key,key,1.0
70.0,69.0,solid,Steel 42CrMo4,1.0,1.4,oiled,,149.0,,520455.0,0.3,0.5,1.0,0.2,0.9,0.3,0.1,0.4,press,press,1.0
35.0,44.0,solid,Steel 42CrMo4,1.0,1.5,dry,,92.0,,39059.0,0.1,0.3,0.2,0.7,0.1,0.3,0.4,1.0,spline,spline,1.0
20.0,18.0,solid,Steel S235,1.0,1.4,oiled,0.15,55.0,,5971.0,0.8,0.7,0.9,0.4,0.1,0.0,0.0,0.4,key,key,1.0
40.0,47.0,solid,Steel 16MnCr5,1.0,1.6,oiled,,109.0,,64212.0,0.6,0.3,0.6,0.5,0.1,1.0,0.4,0.3,key,key,1.0
45.0,24.0,solid,Steel E360,0.0,1.6,dry,,82.0,,113720.0,1.0,0.7,0.4,0.6,0.5,0.7,0.3,0.5,spline,spline,1.0
100.0,126.0,solid,Steel S235,1.0,1.6,dry,,202.0,,740106.0,0.4,1.0,0.4,0.4,0.0,1.0,0.5,1.0,spline,spline,1.0
45.0,42.0,solid,Bronze CuSn8,1.0,1.7,dry,,93.0,,45687.0,0.3,0.6,0.6,0.7,0.4,0.3,0.5,0.2,key,key,1.0
30.0,30.0,hollow,Cast Iron GGG40,1.0,1.4,oiled,,74.0,14.0,16113.0,0.6,0.3,0.7,0.4,0.0,0.2,0.5,0.3,key,key,1.0
90.0,42.0,hollow,Steel S235,0.0,1.4,oiled,,219.0,33.0,836115.0,0.1,0.3,0.7,0.6,0.5,0.4,0.2,0.5,press,press,1.0
20.0,24.0,solid,Bronze CuSn8,1.0,1.5,oiled,,45.0,,3542.0,0.5,0.0,0.9,0.7,0.2,0.9,0.0,0.0,key,key,1.0
30.0,32.0,solid,Aluminum 7075,1.0,1.6,oiled,,83.0,,39361.0,0.6,0.5,0.9,0.8,0.9,0.6,0.1,0.8,press,press,1.0
40.0,24.0,hollow,Cast Iron GG25,0.0,1.5,dry,,89.0,16.0,28149.0,0.6,0.5,0.3,0.5,0.5,0.7,0.0,0.4,spline,spline,1.0
35.0,23.0,solid,Steel C45,0.0,1.3,oiled,0.05,89.0,,73049.0,0.4,0.7,0.7,0.3,0.8,0.6,1.0,0.2,press,press,1.0
60.0,62.0,solid,Aluminum 7075,1.0,1.6,dry,,122.0,,282693.0,0.1,0.4,0.7,0.0,0.7,0.5,0.9,0.4,press,press,1.0
30.0,28.0,solid,Stainless 304,1.0,1.8,oiled,,81.0,,17044.0,0.8,0.7,0.2,0.1,0.0,0.9,0.9,0.5,spline,spline,1.0
45.0,52.0,solid,Aluminum 6061,1.0,1.7,oiled,,119.0,,109363.0,0.8,0.4,0.6,0.3,1.0,1.0,0.2,0.8,spline,spline,1.0
8.0,8.0,solid,Steel E360,1.0,1.9,dry,,20.0,,824.0,0.1,0.1,0.4,0.7,0.2,0.5,0.4,0.7,spline,spline,1.0
80.0,84.0,solid,Bronze CuSn8,1.0,1.6,dry,,233.0,,431755.0,0.7,0.9,0.5,0.4,0.3,0.6,0.6,0.4,spline,spline,1.0
80.0,99.0,solid,Cast Iron GG25,1.0,1.7,dry,,189.0,,374840.0,0.2,0.3,0.0,0.2,0.6,0.8,1.0,0.3,press,press,1.0
60.0,44.0,solid,Cast Iron GG25,0.0,1.4,dry,,136.0,,184652.0,0.5,0.4,0.8,0.3,0.2,0.9,0.0,0.0,key,key,1.0
100.0,119.0,solid,Steel E360,1.0,1.6,oiled,,216.0,,497963.0,0.0,1.0,0.9,0.7,0.3,0.6,0.1,1.0,spline,spline,1.0
90.0,41.0,solid,Bronze CuSn8,0.0,1.6,dry,0.07,166.0,,351256.0,0.6,0.3,0.1,0.3,0.0,0.9,0.7,0.3,spline,spline,1.0
110.0,106.0,solid,Steel C45,1.0,1.7,dry,0.2,280.0,,1667735.0,0.3,0.6,0.3,1.0,0.4,0.2,0.8,0.9,press,press,1.0
30.0,33.0,solid,Steel C45,1.0,1.6,oiled,0.08,64.0,,15525.0,0.6,0.6,0.3,0.4,0.8,0.7,0.5,0.9,spline,spline,1.0
100.0,99.0,solid,Aluminum 6061,1.0,1.5,oiled,,275.0,,632805.0,0.4,0.9,0.0,0.6,0.5,0.2,0.7,0.1,spline,spline,1.0
30.0,31.0,solid,Steel S235,1.0,1.6,dry,,61.0,,36209.0,0.1,0.3,0.8,0.6,0.3,0.6,0.8,0.5,key,key,1.0
35.0,26.0,solid,Cast Iron GG25,0.0,1.4,dry,,87.0,,53066.0,0.2,0.8,0.7,0.5,0.3,0.1,0.3,0.7,spline,spline,1.0
50.0,51.0,solid,Steel 16MnCr5,1.0,1.6,dry,0.11,112.0,,131868.0,1.0,0.2,0.6,0.5,0.7,0.0,0.7,0.1,key,key,1.0
35.0,27.0,solid,Cast Iron GGG40,0.0,1.8,dry,,78.0,,72651.0,0.4,0.0,0.3,0.1,0.4,0.9,0.4,0.2,press,press,1.0
30.0,38.0,hollow,Cast Iron GGG40,1.0,1.8,oiled,0.1,70.0,11.0,26059.0,0.8,0.1,0.0,0.1,0.6,1.0,0.7,1.0,spline,spline,1.0
20.0,15.0,solid,Steel E360,0.0,1.2,dry,,48.0,,13285.0,1.0,0.4,0.7,0.0,0.2,1.0,0.8,0.0,key,key,1.0
110.0,141.0,hollow,SteelC45E,1.0,1.4,oiled,0.19,313.0,45.0,956202.0,0.7,0.4,0.4,0.8,0.5,0.1,0.7,0.4,key,key,1.0
35.0,38.0,solid,Bronze CuSn8,1.0,1.8,oiled,,96.0,,69105.0,0.0,0.9,0.5,0.0,0.2,0.9,0.3,0.1,spline,spline,1.0
45.0,52.0,solid,Stainless 304,1.0,1.6,dry,,88.0,,127433.0,0.6,0.2,0.6,0.0,0.8,0.4,0.3,0.7,key,key,1.0
30.0,30.0,solid,Steel E360,1.0,1.6,dry,,83.0,,33642.0,1.0,0.5,0.1,0.5,0.1,0.8,0.9,0.0,key,key,1.0
40.0,47.0,solid,SteelC45E,1.0,1.6,oiled,,94.0,,49161.0,0.4,0.6,0.2,0.1,0.1,0.0,0.3,0.5,spline,spline,1.0
35.0,45.0,hollow,Cast Iron GG25,1.0,1.7,dry,,99.0,12.0,20642.0,0.1,0.6,0.5,0.3,0.3,0.3,0.3,0.8,spline,spline,1.0
110.0,46.0,solid,Stainless 304,0.0,1.5,oiled,0.23,210.0,,636422.0,0.4,1.0,0.3,0.0,0.8,0.0,0.2,0.7,spline,spline,1.0
30.0,35.0,solid,Steel E360,1.0,1.8,dry,,70.0,,48688.0,0.5,0.5,0.8,0.2,1.0,0.8,0.7,0.6,spline,spline,1.0
110.0,104.0,solid,Stainless 304,1.0,1.8,dry,,271.0,,1430047.0,0.0,0.9,0.7,0.3,0.3,1.0,0.3,0.7,spline,spline,1.0
45.0,19.0,solid,Steel S235,0.0,1.6,oiled,,111.0,,65457.0,0.3,1.0,0.4,0.7,0.1,0.8,0.8,0.8,spline,spline,1.0
20.0,21.0,solid,Aluminum 6061,1.0,1.7,dry,,41.0,,10373.0,0.7,0.3,0.6,0.4,0.8,0.6,0.7,0.4,key,key,1.0
110.0,61.0,solid,Bronze CuSn8,0.0,1.4,dry,0.16,217.0,,1200797.0,0.1,0.3,0.8,0.1,0.1,0.0,0.6,1.0,press,press,1.0
45.0,41.0,solid,Aluminum 6061,1.0,1.5,dry,,95.0,,74897.0,0.2,0.5,0.6,0.7,1.0,0.0,0.1,0.0,press,press,1.0
60.0,78.0,solid,Stainless 304,1.0,1.6,dry,,134.0,,90316.0,0.1,0.8,0.6,1.0,0.6,0.7,1.0,0.0,key,key,1.0
25.0,27.0,solid,Stainless 304,1.0,1.9,dry,,59.0,,16746.0,0.9,0.3,0.9,0.7,0.5,0.8,0.4,0.9,spline,spline,1.0
100.0,100.0,solid,Aluminum 6061,1.0,1.6,dry,0.09,202.0,,1451664.0,1.0,0.5,0.3,0.2,0.9,0.1,0.1,0.1,spline,spline,1.0
60.0,59.0,solid,SteelC45E,1.0,1.5,oiled,0.23,131.0,,167779.0,0.5,1.0,0.6,0.1,0.2,0.4,0.0,0.2,spline,spline,1.0
60.0,54.0,solid,Cast Iron GG25,1.0,1.6,oiled,,155.0,,206686.0,1.0,0.5,0.5,0.0,0.9,0.9,0.0,0.2,key,key,1.0
45.0,47.0,hollow,Steel 42CrMo4,1.0,2.0,dry,,108.0,22.0,78212.0,0.2,0.5,0.6,1.0,0.5,0.5,0.4,0.9,spline,spline,1.0
30.0,17.0,solid,Aluminum 7075,0.0,1.6,oiled,,55.0,,22248.0,0.9,0.7,0.0,0.9,0.9,0.8,0.6,0.4,spline,spline,1.0
120.0,81.0,hollow,Aluminum 7075,0.0,1.6,oiled,,236.0,48.0,2508206.0,0.5,0.9,0.6,0.1,0.8,0.0,0.4,0.6,spline,spline,1.0
